,model,environment,episode,round,state,action,reward,done
0,QLearningCS,DiscreteForagersEnv,0,0,[0.16654237 0.9229169 ],7,0.6990079527494137,False
1,QLearningCS,DiscreteForagersEnv,0,1,[0.7 1. ],5,0.35604397671272126,False
2,QLearningCS,DiscreteForagersEnv,0,2,[0.5  0.91],1,0.0,True
3,QLearningCS,DiscreteForagersEnv,1,0,[0.90691024 0.33427584],4,1.008531776710835,False
4,QLearningCS,DiscreteForagersEnv,1,1,[0.4 1. ],10,1.2466125034604632,False
5,QLearningCS,DiscreteForagersEnv,1,2,[1. 1.],0,0.9120773348146929,False
6,QLearningCS,DiscreteForagersEnv,1,3,[0. 1.],1,0.5447853203137805,False
7,QLearningCS,DiscreteForagersEnv,1,4,[0.1 1. ],7,0.1302034934396803,False
8,QLearningCS,DiscreteForagersEnv,1,5,[0.7 1. ],5,0.0,True
9,QLearningCS,DiscreteForagersEnv,2,0,[0.36805496 0.30979472],9,0.5763324282399617,False
10,QLearningCS,DiscreteForagersEnv,2,1,[0.9 1. ],0,0.19019607820221218,False
11,QLearningCS,DiscreteForagersEnv,2,2,[0. 1.],1,0.0,True
12,QLearningCS,DiscreteForagersEnv,3,0,[0.60754645 0.93299747],5,0.9274029982363317,False
13,QLearningCS,DiscreteForagersEnv,3,1,[0.5 1. ],6,1.3251207449201987,False
14,QLearningCS,DiscreteForagersEnv,3,2,[0.6 1. ],6,1.0205861980062911,False
15,QLearningCS,DiscreteForagersEnv,3,3,[0.6 1. ],6,0.6873239056045455,False
16,QLearningCS,DiscreteForagersEnv,3,4,[0.6 1. ],6,0.3103764465105504,False
17,QLearningCS,DiscreteForagersEnv,3,5,[0.6 1. ],6,0.0,True
18,QLearningCS,DiscreteForagersEnv,4,0,[0.27963254 0.65370435],10,0.58312447786132,False
19,QLearningCS,DiscreteForagersEnv,4,1,[1. 1.],0,0.19107142857142878,False
20,QLearningCS,DiscreteForagersEnv,4,2,[0. 1.],1,0.0,True
21,QLearningCS,DiscreteForagersEnv,5,0,[0.685999   0.40069944],3,1.0676146327187774,False
22,QLearningCS,DiscreteForagersEnv,5,1,[0.3 1. ],10,1.379704893012249,False
23,QLearningCS,DiscreteForagersEnv,5,2,[1. 1.],0,1.063177653211326,False
24,QLearningCS,DiscreteForagersEnv,5,3,[0. 1.],7,0.7185336467813994,False
25,QLearningCS,DiscreteForagersEnv,5,4,[0.7 1. ],5,0.33329853359833295,False
26,QLearningCS,DiscreteForagersEnv,5,5,[0.5 1. ],6,0.0,True
27,QLearningCS,DiscreteForagersEnv,6,0,[0.8837434  0.08483665],3,0.3888888888888889,False
28,QLearningCS,DiscreteForagersEnv,6,1,[0.3 0.4],9,0.5763324282399617,False
29,QLearningCS,DiscreteForagersEnv,6,2,[0.9 1. ],0,0.19019607820221218,False
30,QLearningCS,DiscreteForagersEnv,6,3,[0. 1.],7,0.0,True
31,QLearningCS,DiscreteForagersEnv,7,0,[0.40820485 0.8093158 ],8,0.5517416037054078,False
32,QLearningCS,DiscreteForagersEnv,7,1,[0.8 1. ],5,0.1690950785251213,False
33,QLearningCS,DiscreteForagersEnv,7,2,[0.5  0.91],5,0.0,True
34,QLearningCS,DiscreteForagersEnv,8,0,[0.878311   0.30394882],4,1.008531776710835,False
35,QLearningCS,DiscreteForagersEnv,8,1,[0.4 1. ],10,1.2466125034604632,False
36,QLearningCS,DiscreteForagersEnv,8,2,[1. 1.],0,0.9120773348146929,False
37,QLearningCS,DiscreteForagersEnv,8,3,[0. 1.],7,0.5447853203137805,False
38,QLearningCS,DiscreteForagersEnv,8,4,[0.7 1. ],5,0.1302034934396803,False
39,QLearningCS,DiscreteForagersEnv,8,5,[0.5 1. ],6,0.0,True
40,QLearningCS,DiscreteForagersEnv,9,0,[0.5305921  0.28559753],10,0.58312447786132,False
41,QLearningCS,DiscreteForagersEnv,9,1,[1. 1.],0,0.19107142857142878,False
42,QLearningCS,DiscreteForagersEnv,9,2,[0. 1.],7,0.0,True
43,QLearningCS,DiscreteForagersEnv,10,0,[0.14020501 0.40698752],6,0.8242283678349148,False
44,QLearningCS,DiscreteForagersEnv,10,1,[0.6 1. ],5,0.5158594143243476,False
45,QLearningCS,DiscreteForagersEnv,10,2,[0.5  0.91],8,0.5183464438563801,False
46,QLearningCS,DiscreteForagersEnv,10,3,[0.8 1. ],5,0.1017169338990569,False
47,QLearningCS,DiscreteForagersEnv,10,4,[0.5 1. ],10,0.1017169338990569,False
48,QLearningCS,DiscreteForagersEnv,10,5,[1. 1.],2,0.0,True
49,QLearningCS,DiscreteForagersEnv,11,0,[2.1292733e-01 5.6894842e-05],1,0.3888888888888889,False
50,QLearningCS,DiscreteForagersEnv,11,1,[0.1 0.4],6,0.8242283678349148,False
51,QLearningCS,DiscreteForagersEnv,11,2,[0.6 1. ],5,0.5158594143243476,False
52,QLearningCS,DiscreteForagersEnv,11,3,[0.5  0.91],8,0.5183464438563801,False
53,QLearningCS,DiscreteForagersEnv,11,4,[0.8 1. ],5,0.1017169338990569,False
54,QLearningCS,DiscreteForagersEnv,11,5,[0.5 1. ],10,0.1017169338990569,False
55,QLearningCS,DiscreteForagersEnv,11,6,[1. 1.],0,0.0,True
56,QLearningCS,DiscreteForagersEnv,12,0,[0.6940586 0.675768 ],7,0.6990079527494137,False
57,QLearningCS,DiscreteForagersEnv,12,1,[0.7 1. ],5,0.35604397671272126,False
58,QLearningCS,DiscreteForagersEnv,12,2,[0.5  0.91],8,0.0,True
59,QLearningCS,DiscreteForagersEnv,13,0,[0.40236887 0.28133684],9,0.5763324282399617,False
60,QLearningCS,DiscreteForagersEnv,13,1,[0.9 1. ],0,0.19019607820221218,False
61,QLearningCS,DiscreteForagersEnv,13,2,[0. 1.],7,0.0,True
62,QLearningCS,DiscreteForagersEnv,14,0,[0.4723682  0.13735844],3,0.3888888888888889,False
63,QLearningCS,DiscreteForagersEnv,14,1,[0.3 0.4],9,0.5763324282399617,False
64,QLearningCS,DiscreteForagersEnv,14,2,[0.9 1. ],0,0.19019607820221218,False
65,QLearningCS,DiscreteForagersEnv,14,3,[0. 1.],7,0.0,True
66,QLearningCS,DiscreteForagersEnv,15,0,[0.5280353  0.11125193],3,0.3888888888888889,False
67,QLearningCS,DiscreteForagersEnv,15,1,[0.3 0.4],9,0.5763324282399617,False
68,QLearningCS,DiscreteForagersEnv,15,2,[0.9 1. ],0,0.19019607820221218,False
69,QLearningCS,DiscreteForagersEnv,15,3,[0. 1.],1,0.0,True
70,QLearningCS,DiscreteForagersEnv,16,0,[0.8083884  0.32191116],4,1.008531776710835,False
71,QLearningCS,DiscreteForagersEnv,16,1,[0.4 1. ],10,1.2466125034604632,False
72,QLearningCS,DiscreteForagersEnv,16,2,[1. 1.],0,0.9120773348146929,False
73,QLearningCS,DiscreteForagersEnv,16,3,[0. 1.],7,0.5447853203137805,False
74,QLearningCS,DiscreteForagersEnv,16,4,[0.7 1. ],5,0.1302034934396803,False
75,QLearningCS,DiscreteForagersEnv,16,5,[0.5 1. ],10,0.1302034934396803,False
76,QLearningCS,DiscreteForagersEnv,16,6,[1. 1.],0,0.0,True
77,QLearningCS,DiscreteForagersEnv,17,0,[0.8045916  0.46122316],1,0.14736842105263157,False
78,QLearningCS,DiscreteForagersEnv,17,1,[0.1  0.19],8,0.11986531352354607,False
79,QLearningCS,DiscreteForagersEnv,17,2,[0.8  0.33],4,0.0,True
80,QLearningCS,DiscreteForagersEnv,18,0,[0.8871582 0.9557388],5,0.9274029982363317,False
81,QLearningCS,DiscreteForagersEnv,18,1,[0.5 1. ],10,1.1014754591990363,False
82,QLearningCS,DiscreteForagersEnv,18,2,[1. 1.],0,0.7475577026301663,False
83,QLearningCS,DiscreteForagersEnv,18,3,[0. 1.],7,0.35588881314852694,False
84,QLearningCS,DiscreteForagersEnv,18,4,[0.7 1. ],8,2.220446049250313e-16,True
85,QLearningCS,DiscreteForagersEnv,19,0,[0.82885516 0.11926924],3,0.3888888888888889,False
86,QLearningCS,DiscreteForagersEnv,19,1,[0.3 0.4],9,0.5763324282399617,False
87,QLearningCS,DiscreteForagersEnv,19,2,[0.9 1. ],5,0.19019607820221218,False
88,QLearningCS,DiscreteForagersEnv,19,3,[0.5 1. ],10,0.19199999984741223,False
89,QLearningCS,DiscreteForagersEnv,19,4,[1. 1.],0,0.0,True
90,QLearningCS,DiscreteForagersEnv,20,0,[0.12879369 0.93631214],7,0.6990079527494137,False
91,QLearningCS,DiscreteForagersEnv,20,1,[0.7 1. ],5,0.35604397671272126,False
92,QLearningCS,DiscreteForagersEnv,20,2,[0.5  0.91],10,0.37222224580039676,False
93,QLearningCS,DiscreteForagersEnv,20,3,[1. 1.],0,0.0,True
94,QLearningCS,DiscreteForagersEnv,21,0,[0.9894821  0.17266575],2,0.14736842105263157,False
95,QLearningCS,DiscreteForagersEnv,21,1,[0.2  0.19],8,0.11986531352354607,False
96,QLearningCS,DiscreteForagersEnv,21,2,[0.8  0.33],4,0.0,True
97,QLearningCS,DiscreteForagersEnv,22,0,[0.43598542 0.2555363 ],9,0.5763324282399617,False
98,QLearningCS,DiscreteForagersEnv,22,1,[0.9 1. ],5,0.19019607820221218,False
99,QLearningCS,DiscreteForagersEnv,22,2,[0.5 1. ],10,0.19199999984741223,False
100,QLearningCS,DiscreteForagersEnv,22,3,[1. 1.],5,0.0,True
101,QLearningCS,DiscreteForagersEnv,23,0,[0.9681467  0.21923105],4,0.14736842105263157,False
102,QLearningCS,DiscreteForagersEnv,23,1,[0.4  0.19],9,0.1743589738887207,False
103,QLearningCS,DiscreteForagersEnv,23,2,[0.9  0.39],4,0.0,True
104,QLearningCS,DiscreteForagersEnv,24,0,[0.3027904 0.7277368],10,0.58312447786132,False
105,QLearningCS,DiscreteForagersEnv,24,1,[1. 1.],0,0.19107142857142878,False
106,QLearningCS,DiscreteForagersEnv,24,2,[0. 1.],0,0.0,True
107,QLearningCS,DiscreteForagersEnv,25,0,[0.8371577  0.84863406],5,0.9274029982363317,False
108,QLearningCS,DiscreteForagersEnv,25,1,[0.5 1. ],10,1.1014754591990363,False
109,QLearningCS,DiscreteForagersEnv,25,2,[1. 1.],0,0.7475577026301663,False
110,QLearningCS,DiscreteForagersEnv,25,3,[0. 1.],7,0.35588881314852694,False
111,QLearningCS,DiscreteForagersEnv,25,4,[0.7 1. ],5,2.220446049250313e-16,True
112,QLearningCS,DiscreteForagersEnv,26,0,[0.28444666 0.15744469],9,0.5763324282399617,False
113,QLearningCS,DiscreteForagersEnv,26,1,[0.9 1. ],5,0.19019607820221218,False
114,QLearningCS,DiscreteForagersEnv,26,2,[0.5 1. ],10,0.19199999984741223,False
115,QLearningCS,DiscreteForagersEnv,26,3,[1. 1.],0,0.0,True
116,QLearningCS,DiscreteForagersEnv,27,0,[0.7807871 0.2016266],9,0.5763324282399617,False
117,QLearningCS,DiscreteForagersEnv,27,1,[0.9 1. ],9,0.19019607820221218,False
118,QLearningCS,DiscreteForagersEnv,27,2,[0.9 1. ],5,0.0,True
119,QLearningCS,DiscreteForagersEnv,28,0,[0.4905588  0.80516565],8,0.5517416037054078,False
120,QLearningCS,DiscreteForagersEnv,28,1,[0.8 1. ],5,0.1690950785251213,False
121,QLearningCS,DiscreteForagersEnv,28,2,[0.5  0.91],10,0.17063808336797937,False
122,QLearningCS,DiscreteForagersEnv,28,3,[1. 1.],0,0.0,True
123,QLearningCS,DiscreteForagersEnv,29,0,[0.23385336 0.825158  ],6,0.8242283678349148,False
124,QLearningCS,DiscreteForagersEnv,29,1,[0.6 1. ],9,0.9368787190531773,False
125,QLearningCS,DiscreteForagersEnv,29,2,[0.9 1. ],9,0.9368787190531773,False
126,QLearningCS,DiscreteForagersEnv,29,3,[0.9 1. ],9,0.9368787190531773,False
127,QLearningCS,DiscreteForagersEnv,29,4,[0.9 1. ],9,0.9368787190531773,False
128,QLearningCS,DiscreteForagersEnv,29,5,[0.9 1. ],9,0.9368787190531773,False
129,QLearningCS,DiscreteForagersEnv,29,6,[0.9 1. ],5,0.566595670217459,False
130,QLearningCS,DiscreteForagersEnv,29,7,[0.5 1. ],10,0.566595670217459,False
131,QLearningCS,DiscreteForagersEnv,29,8,[1. 1.],9,0.15160166029292887,False
132,QLearningCS,DiscreteForagersEnv,29,9,[0.9 1. ],9,2.220446049250313e-16,True
133,QLearningCS,DiscreteForagersEnv,30,0,[0.63105804 0.8250138 ],5,0.9274029982363317,False
134,QLearningCS,DiscreteForagersEnv,30,1,[0.5 1. ],10,1.1014754591990363,False
135,QLearningCS,DiscreteForagersEnv,30,2,[1. 1.],9,1.1014754591990363,False
136,QLearningCS,DiscreteForagersEnv,30,3,[0.9 1. ],5,0.7475577026301663,False
137,QLearningCS,DiscreteForagersEnv,30,4,[0.5 1. ],3,0.35588881314852694,False
138,QLearningCS,DiscreteForagersEnv,30,5,[0.3 1. ],10,0.35588881314852694,False
139,QLearningCS,DiscreteForagersEnv,30,6,[1. 1.],9,2.220446049250313e-16,True
140,QLearningCS,DiscreteForagersEnv,31,0,[0.74283683 0.30061358],9,0.5763324282399617,False
141,QLearningCS,DiscreteForagersEnv,31,1,[0.9 1. ],5,0.19019607820221218,False
142,QLearningCS,DiscreteForagersEnv,31,2,[0.5 1. ],10,0.19199999984741223,False
143,QLearningCS,DiscreteForagersEnv,31,3,[1. 1.],6,0.0,True
144,QLearningCS,DiscreteForagersEnv,32,0,[0.5405631  0.10774171],3,0.3888888888888889,False
145,QLearningCS,DiscreteForagersEnv,32,1,[0.3 0.4],9,0.5763324282399617,False
146,QLearningCS,DiscreteForagersEnv,32,2,[0.9 1. ],5,0.19019607820221218,False
147,QLearningCS,DiscreteForagersEnv,32,3,[0.5 1. ],10,0.19199999984741223,False
148,QLearningCS,DiscreteForagersEnv,32,4,[1. 1.],9,0.0,True
149,QLearningCS,DiscreteForagersEnv,33,0,[0.36011246 0.55376214],10,0.58312447786132,False
150,QLearningCS,DiscreteForagersEnv,33,1,[1. 1.],9,0.19107142857142878,False
151,QLearningCS,DiscreteForagersEnv,33,2,[0.9 1. ],5,0.0,True
152,QLearningCS,DiscreteForagersEnv,34,0,[0.3060047  0.73449117],10,0.58312447786132,False
153,QLearningCS,DiscreteForagersEnv,34,1,[1. 1.],9,0.19107142857142878,False
154,QLearningCS,DiscreteForagersEnv,34,2,[0.9 1. ],9,0.0,True
155,QLearningCS,DiscreteForagersEnv,35,0,[0.29179683 0.08292419],9,0.3888888888888889,False
156,QLearningCS,DiscreteForagersEnv,35,1,[0.9 0.4],1,0.14736842105263157,False
157,QLearningCS,DiscreteForagersEnv,35,2,[0.1  0.19],9,0.1743589738887207,False
158,QLearningCS,DiscreteForagersEnv,35,3,[0.9  0.39],1,0.0,True
159,QLearningCS,DiscreteForagersEnv,36,0,[0.9440934  0.13184065],3,0.3888888888888889,False
160,QLearningCS,DiscreteForagersEnv,36,1,[0.3 0.4],9,0.5763324282399617,False
161,QLearningCS,DiscreteForagersEnv,36,2,[0.9 1. ],5,0.19019607820221218,False
162,QLearningCS,DiscreteForagersEnv,36,3,[0.5 1. ],8,0.0,True
163,QLearningCS,DiscreteForagersEnv,37,0,[0.20078428 0.3233971 ],9,0.5763324282399617,False
164,QLearningCS,DiscreteForagersEnv,37,1,[0.9 1. ],5,0.19019607820221218,False
165,QLearningCS,DiscreteForagersEnv,37,2,[0.5 1. ],3,0.0,True
166,QLearningCS,DiscreteForagersEnv,38,0,[0.00353553 0.26769596],5,0.9274029982363317,False
167,QLearningCS,DiscreteForagersEnv,38,1,[0.5 1. ],10,1.1014754591990363,False
168,QLearningCS,DiscreteForagersEnv,38,2,[1. 1.],9,1.1014754591990363,False
169,QLearningCS,DiscreteForagersEnv,38,3,[0.9 1. ],5,0.7475577026301663,False
170,QLearningCS,DiscreteForagersEnv,38,4,[0.5 1. ],10,0.7475577026301663,False
171,QLearningCS,DiscreteForagersEnv,38,5,[1. 1.],9,0.7475577026301663,False
172,QLearningCS,DiscreteForagersEnv,38,6,[0.9 1. ],5,0.35588881314852694,False
173,QLearningCS,DiscreteForagersEnv,38,7,[0.5 1. ],10,0.35588881314852694,False
174,QLearningCS,DiscreteForagersEnv,38,8,[1. 1.],9,2.220446049250313e-16,True
175,QLearningCS,DiscreteForagersEnv,39,0,[0.1422292 0.9364619],6,0.8242283678349148,False
176,QLearningCS,DiscreteForagersEnv,39,1,[0.6 1. ],9,0.9368787190531773,False
177,QLearningCS,DiscreteForagersEnv,39,2,[0.9 1. ],5,0.566595670217459,False
178,QLearningCS,DiscreteForagersEnv,39,3,[0.5 1. ],10,0.566595670217459,False
179,QLearningCS,DiscreteForagersEnv,39,4,[1. 1.],9,0.15160166029292887,False
180,QLearningCS,DiscreteForagersEnv,39,5,[0.9 1. ],5,2.220446049250313e-16,True
181,QLearningCS,DiscreteForagersEnv,40,0,[0.57232344 0.8931027 ],5,0.9274029982363317,False
182,QLearningCS,DiscreteForagersEnv,40,1,[0.5 1. ],10,1.1014754591990363,False
183,QLearningCS,DiscreteForagersEnv,40,2,[1. 1.],9,1.1014754591990363,False
184,QLearningCS,DiscreteForagersEnv,40,3,[0.9 1. ],5,0.7475577026301663,False
185,QLearningCS,DiscreteForagersEnv,40,4,[0.5 1. ],10,0.7475577026301663,False
186,QLearningCS,DiscreteForagersEnv,40,5,[1. 1.],9,0.7475577026301663,False
187,QLearningCS,DiscreteForagersEnv,40,6,[0.9 1. ],5,0.35588881314852694,False
188,QLearningCS,DiscreteForagersEnv,40,7,[0.5 1. ],10,0.35588881314852694,False
189,QLearningCS,DiscreteForagersEnv,40,8,[1. 1.],9,2.220446049250313e-16,True
190,QLearningCS,DiscreteForagersEnv,41,0,[0.5956543 0.5518013],7,0.6990079527494137,False
191,QLearningCS,DiscreteForagersEnv,41,1,[0.7 1. ],9,0.7703703897970691,False
192,QLearningCS,DiscreteForagersEnv,41,2,[0.9 1. ],5,0.3770115173838957,False
193,QLearningCS,DiscreteForagersEnv,41,3,[0.5 1. ],10,0.3770115173838957,False
194,QLearningCS,DiscreteForagersEnv,41,4,[1. 1.],9,0.0,True
195,QLearningCS,DiscreteForagersEnv,42,0,[0.8557112 0.0764151],3,0.3888888888888889,False
196,QLearningCS,DiscreteForagersEnv,42,1,[0.3 0.4],9,0.5763324282399617,False
197,QLearningCS,DiscreteForagersEnv,42,2,[0.9 1. ],5,0.19019607820221218,False
198,QLearningCS,DiscreteForagersEnv,42,3,[0.5 1. ],1,0.0,True
199,QLearningCS,DiscreteForagersEnv,43,0,[0.25715473 0.8896356 ],6,0.8242283678349148,False
200,QLearningCS,DiscreteForagersEnv,43,1,[0.6 1. ],9,0.9368787190531773,False
201,QLearningCS,DiscreteForagersEnv,43,2,[0.9 1. ],5,0.566595670217459,False
202,QLearningCS,DiscreteForagersEnv,43,3,[0.5 1. ],10,0.566595670217459,False
203,QLearningCS,DiscreteForagersEnv,43,4,[1. 1.],9,0.15160166029292887,False
204,QLearningCS,DiscreteForagersEnv,43,5,[0.9 1. ],5,2.220446049250313e-16,True
205,QLearningCS,DiscreteForagersEnv,44,0,[0.0253931  0.06991515],3,0.3888888888888889,False
206,QLearningCS,DiscreteForagersEnv,44,1,[0.3 0.4],9,0.5763324282399617,False
207,QLearningCS,DiscreteForagersEnv,44,2,[0.9 1. ],5,0.19019607820221218,False
208,QLearningCS,DiscreteForagersEnv,44,3,[0.5 1. ],10,0.19199999984741223,False
209,QLearningCS,DiscreteForagersEnv,44,4,[1. 1.],9,0.0,True
210,QLearningCS,DiscreteForagersEnv,45,0,[0.15330088 0.7590115 ],6,0.8242283678349148,False
211,QLearningCS,DiscreteForagersEnv,45,1,[0.6 1. ],9,0.9368787190531773,False
212,QLearningCS,DiscreteForagersEnv,45,2,[0.9 1. ],5,0.566595670217459,False
213,QLearningCS,DiscreteForagersEnv,45,3,[0.5 1. ],5,0.15160166029292887,False
214,QLearningCS,DiscreteForagersEnv,45,4,[0.5 1. ],10,0.15160166029292887,False
215,QLearningCS,DiscreteForagersEnv,45,5,[1. 1.],9,2.220446049250313e-16,True
216,QLearningCS,DiscreteForagersEnv,46,0,[0.3457251  0.06474128],9,0.3888888888888889,False
217,QLearningCS,DiscreteForagersEnv,46,1,[0.9 0.4],1,0.14736842105263157,False
218,QLearningCS,DiscreteForagersEnv,46,2,[0.1  0.19],8,0.11986531352354607,False
219,QLearningCS,DiscreteForagersEnv,46,3,[0.8  0.33],9,0.04320988402322423,False
220,QLearningCS,DiscreteForagersEnv,46,4,[0.9 0.4],3,5.551115123125783e-17,True
221,QLearningCS,DiscreteForagersEnv,47,0,[0.9038727 0.8322163],5,0.9274029982363317,False
222,QLearningCS,DiscreteForagersEnv,47,1,[0.5 1. ],5,0.6485415818749151,False
223,QLearningCS,DiscreteForagersEnv,47,2,[0.5  0.91],5,0.32680776014109336,False
224,QLearningCS,DiscreteForagersEnv,47,3,[0.5 0.7],8,0.2364063787916495,False
225,QLearningCS,DiscreteForagersEnv,47,4,[0.8 1. ],1,0.0,True
226,QLearningCS,DiscreteForagersEnv,48,0,[0.5882986 0.2170044],10,0.58312447786132,False
227,QLearningCS,DiscreteForagersEnv,48,1,[1. 1.],0,0.19107142857142878,False
228,QLearningCS,DiscreteForagersEnv,48,2,[0. 1.],7,0.0,True
229,QLearningCS,DiscreteForagersEnv,49,0,[0.38522962 0.24104388],9,0.5763324282399617,False
230,QLearningCS,DiscreteForagersEnv,49,1,[0.9 1. ],5,0.19019607820221218,False
231,QLearningCS,DiscreteForagersEnv,49,2,[0.5 1. ],5,0.0,True
232,QLearningCS,DiscreteForagersEnv,50,0,[0.5499165  0.49669307],7,0.6990079527494137,False
233,QLearningCS,DiscreteForagersEnv,50,1,[0.7 1. ],9,0.7703703897970691,False
234,QLearningCS,DiscreteForagersEnv,50,2,[0.9 1. ],5,0.3770115173838957,False
235,QLearningCS,DiscreteForagersEnv,50,3,[0.5 1. ],10,0.3770115173838957,False
236,QLearningCS,DiscreteForagersEnv,50,4,[1. 1.],0,0.0,True
237,QLearningCS,DiscreteForagersEnv,51,0,[0.25741407 0.12606995],9,0.5763324282399617,False
238,QLearningCS,DiscreteForagersEnv,51,1,[0.9 1. ],5,0.19019607820221218,False
239,QLearningCS,DiscreteForagersEnv,51,2,[0.5 1. ],10,0.19199999984741223,False
240,QLearningCS,DiscreteForagersEnv,51,3,[1. 1.],0,0.0,True
241,QLearningCS,DiscreteForagersEnv,52,0,[0.47555715 0.24396318],9,0.5763324282399617,False
242,QLearningCS,DiscreteForagersEnv,52,1,[0.9 1. ],5,0.19019607820221218,False
243,QLearningCS,DiscreteForagersEnv,52,2,[0.5 1. ],10,0.19199999984741223,False
244,QLearningCS,DiscreteForagersEnv,52,3,[1. 1.],9,0.0,True
245,QLearningCS,DiscreteForagersEnv,53,0,[0.47079048 0.45439798],0,0.14736842105263157,False
246,QLearningCS,DiscreteForagersEnv,53,1,[0.   0.19],5,-1.3877787807814457e-17,True
247,QLearningCS,DiscreteForagersEnv,54,0,[0.95461774 0.92073494],5,0.9274029982363317,False
248,QLearningCS,DiscreteForagersEnv,54,1,[0.5 1. ],9,1.0907249102525625,False
249,QLearningCS,DiscreteForagersEnv,54,2,[0.9 1. ],5,0.7419894976737615,False
250,QLearningCS,DiscreteForagersEnv,54,3,[0.5 1. ],9,0.7419894976737615,False
251,QLearningCS,DiscreteForagersEnv,54,4,[0.9 1. ],5,0.3544581615021818,False
252,QLearningCS,DiscreteForagersEnv,54,5,[0.5 1. ],9,0.0,True
253,QLearningCS,DiscreteForagersEnv,55,0,[0.6638038 0.8783556],5,0.9274029982363317,False
254,QLearningCS,DiscreteForagersEnv,55,1,[0.5 1. ],9,1.0907249102525625,False
255,QLearningCS,DiscreteForagersEnv,55,2,[0.9 1. ],5,0.7419894976737615,False
256,QLearningCS,DiscreteForagersEnv,55,3,[0.5 1. ],9,0.7419894976737615,False
257,QLearningCS,DiscreteForagersEnv,55,4,[0.9 1. ],5,0.3544581615021818,False
258,QLearningCS,DiscreteForagersEnv,55,5,[0.5 1. ],9,0.0,True
259,QLearningCS,DiscreteForagersEnv,56,0,[0.6175298  0.34514004],3,1.0676146327187774,False
260,QLearningCS,DiscreteForagersEnv,56,1,[0.3 1. ],10,1.379704893012249,False
261,QLearningCS,DiscreteForagersEnv,56,2,[1. 1.],5,1.063177653211326,False
262,QLearningCS,DiscreteForagersEnv,56,3,[0.5 1. ],9,1.063177653211326,False
263,QLearningCS,DiscreteForagersEnv,56,4,[0.9 1. ],5,0.7185336467813994,False
264,QLearningCS,DiscreteForagersEnv,56,5,[0.5 1. ],9,0.7185336467813994,False
265,QLearningCS,DiscreteForagersEnv,56,6,[0.9 1. ],5,0.33329853359833295,False
266,QLearningCS,DiscreteForagersEnv,56,7,[0.5 1. ],9,0.0,True
267,QLearningCS,DiscreteForagersEnv,57,0,[0.4397907  0.35881683],9,0.5763324282399617,False
268,QLearningCS,DiscreteForagersEnv,57,1,[0.9 1. ],5,0.19019607820221218,False
269,QLearningCS,DiscreteForagersEnv,57,2,[0.5 1. ],9,0.0,True
270,QLearningCS,DiscreteForagersEnv,58,0,[0.2691654 0.2464812],9,0.5763324282399617,False
271,QLearningCS,DiscreteForagersEnv,58,1,[0.9 1. ],5,0.19019607820221218,False
272,QLearningCS,DiscreteForagersEnv,58,2,[0.5 1. ],10,0.19199999984741223,False
273,QLearningCS,DiscreteForagersEnv,58,3,[1. 1.],5,0.0,True
274,QLearningCS,DiscreteForagersEnv,59,0,[0.07748254 0.8369898 ],6,0.8242283678349148,False
275,QLearningCS,DiscreteForagersEnv,59,1,[0.6 1. ],9,0.9368787190531773,False
276,QLearningCS,DiscreteForagersEnv,59,2,[0.9 1. ],5,0.566595670217459,False
277,QLearningCS,DiscreteForagersEnv,59,3,[0.5 1. ],10,0.566595670217459,False
278,QLearningCS,DiscreteForagersEnv,59,4,[1. 1.],3,0.15160166029292887,False
279,QLearningCS,DiscreteForagersEnv,59,5,[0.3 1. ],10,0.15160166029292887,False
280,QLearningCS,DiscreteForagersEnv,59,6,[1. 1.],3,2.220446049250313e-16,True
281,QLearningCS,DiscreteForagersEnv,60,0,[0.29273295 0.84063774],6,0.8242283678349148,False
282,QLearningCS,DiscreteForagersEnv,60,1,[0.6 1. ],9,0.9368787190531773,False
283,QLearningCS,DiscreteForagersEnv,60,2,[0.9 1. ],5,0.566595670217459,False
284,QLearningCS,DiscreteForagersEnv,60,3,[0.5 1. ],10,0.566595670217459,False
285,QLearningCS,DiscreteForagersEnv,60,4,[1. 1.],3,0.15160166029292887,False
286,QLearningCS,DiscreteForagersEnv,60,5,[0.3 1. ],10,0.15160166029292887,False
287,QLearningCS,DiscreteForagersEnv,60,6,[1. 1.],3,2.220446049250313e-16,True
288,QLearningCS,DiscreteForagersEnv,61,0,[0.36404675 0.9262418 ],10,0.58312447786132,False
289,QLearningCS,DiscreteForagersEnv,61,1,[1. 1.],3,0.19107142857142878,False
290,QLearningCS,DiscreteForagersEnv,61,2,[0.3 1. ],10,0.19107142857142878,False
291,QLearningCS,DiscreteForagersEnv,61,3,[1. 1.],3,0.0,True
292,QLearningCS,DiscreteForagersEnv,62,0,[0.2500881  0.04651533],6,0.3888888888888889,False
293,QLearningCS,DiscreteForagersEnv,62,1,[0.6 0.4],3,1.0676146327187774,False
294,QLearningCS,DiscreteForagersEnv,62,2,[0.3 1. ],10,1.379704893012249,False
295,QLearningCS,DiscreteForagersEnv,62,3,[1. 1.],3,1.063177653211326,False
296,QLearningCS,DiscreteForagersEnv,62,4,[0.3 1. ],10,1.063177653211326,False
297,QLearningCS,DiscreteForagersEnv,62,5,[1. 1.],3,0.7185336467813994,False
298,QLearningCS,DiscreteForagersEnv,62,6,[0.3 1. ],10,0.7185336467813994,False
