,model,environment,episode,round,state,action,reward,done
11355,QLearningCS,DiscreteForagersEnv,1794,4,[0.9        0.65666664],10,0.05795972079995504,False
11356,QLearningCS,DiscreteForagersEnv,1794,5,[1.        0.6755555],10,0.05799506845892877,False
11357,QLearningCS,DiscreteForagersEnv,1794,6,[1.        0.6944444],10,0.05802854412243297,False
11358,QLearningCS,DiscreteForagersEnv,1794,7,[1.        0.7133333],6,0.0,True
11359,QLearningCS,DiscreteForagersEnv,1795,0,[0.35549244 0.5845023 ],2,1.1046516902027328,False
11360,QLearningCS,DiscreteForagersEnv,1795,1,[0.2 1. ],10,1.5007528024851775,False
11361,QLearningCS,DiscreteForagersEnv,1795,2,[1. 1.],6,1.2008588479699274,False
11362,QLearningCS,DiscreteForagersEnv,1795,3,[0.6 1. ],9,1.2008588479699274,False
11363,QLearningCS,DiscreteForagersEnv,1795,4,[0.9 1. ],10,1.2008588479699274,False
11364,QLearningCS,DiscreteForagersEnv,1795,5,[1. 1.],0,0.8771340042337041,False
11365,QLearningCS,DiscreteForagersEnv,1795,6,[0. 1.],10,0.8771340042337041,False
11366,QLearningCS,DiscreteForagersEnv,1795,7,[1. 1.],6,0.5190054120851939,False
11367,QLearningCS,DiscreteForagersEnv,1795,8,[0.6 1. ],9,0.10856037629066129,False
11368,QLearningCS,DiscreteForagersEnv,1795,9,[0.9 1. ],10,0.10856037629066129,True
11369,QLearningCS,DiscreteForagersEnv,1796,0,[0.99816763 0.890048  ],10,0.58312447786132,False
11370,QLearningCS,DiscreteForagersEnv,1796,1,[1. 1.],6,0.19107142857142878,False
11371,QLearningCS,DiscreteForagersEnv,1796,2,[0.6 1. ],9,0.0,True
11372,QLearningCS,DiscreteForagersEnv,1797,0,[0.13876042 0.18032412],10,0.58312447786132,False
11373,QLearningCS,DiscreteForagersEnv,1797,1,[1. 1.],6,0.19107142857142878,False
11374,QLearningCS,DiscreteForagersEnv,1797,2,[0.6 1. ],10,0.19107142857142878,False
11375,QLearningCS,DiscreteForagersEnv,1797,3,[1. 1.],0,0.0,True
11376,QLearningCS,DiscreteForagersEnv,1798,0,[0.1788254  0.11950761],6,0.3888888888888889,False
11377,QLearningCS,DiscreteForagersEnv,1798,1,[0.6 0.4],3,1.0676146327187774,False
11378,QLearningCS,DiscreteForagersEnv,1798,2,[0.3 1. ],10,1.379704893012249,False
11379,QLearningCS,DiscreteForagersEnv,1798,3,[1. 1.],6,1.063177653211326,False
11380,QLearningCS,DiscreteForagersEnv,1798,4,[0.6 1. ],10,1.063177653211326,False
11381,QLearningCS,DiscreteForagersEnv,1798,5,[1. 1.],6,0.7185336467813994,False
11382,QLearningCS,DiscreteForagersEnv,1798,6,[0.6 1. ],10,0.7185336467813994,False
11383,QLearningCS,DiscreteForagersEnv,1798,7,[1. 1.],6,0.33329853359833295,False
11384,QLearningCS,DiscreteForagersEnv,1798,8,[0.6 1. ],10,0.33329853359833295,False
11385,QLearningCS,DiscreteForagersEnv,1798,9,[1. 1.],6,0.0,True
11386,QLearningCS,DiscreteForagersEnv,1799,0,[0.46514165 0.92620146],9,0.5763324282399617,False
11387,QLearningCS,DiscreteForagersEnv,1799,1,[0.9 1. ],5,0.19019607820221218,False
11388,QLearningCS,DiscreteForagersEnv,1799,2,[0.5 1. ],9,0.0,True
11389,QLearningCS,DiscreteForagersEnv,1800,0,[0.12504801 0.50060093],3,1.0676146327187774,False
11390,QLearningCS,DiscreteForagersEnv,1800,1,[0.3 1. ],10,1.379704893012249,False
11391,QLearningCS,DiscreteForagersEnv,1800,2,[1. 1.],3,1.063177653211326,False
11392,QLearningCS,DiscreteForagersEnv,1800,3,[0.3 1. ],10,1.063177653211326,False
11393,QLearningCS,DiscreteForagersEnv,1800,4,[1. 1.],3,0.7185336467813994,False
11394,QLearningCS,DiscreteForagersEnv,1800,5,[0.3 1. ],10,0.7185336467813994,False
11395,QLearningCS,DiscreteForagersEnv,1800,6,[1. 1.],3,0.33329853359833295,False
11396,QLearningCS,DiscreteForagersEnv,1800,7,[0.3 1. ],10,0.33329853359833295,False
11397,QLearningCS,DiscreteForagersEnv,1800,8,[1. 1.],3,0.0,True
11398,QLearningCS,DiscreteForagersEnv,1801,0,[0.58438796 0.69600266],9,0.5763324282399617,False
11399,QLearningCS,DiscreteForagersEnv,1801,1,[0.9 1. ],8,0.19019607820221218,False
11400,QLearningCS,DiscreteForagersEnv,1801,2,[0.8 1. ],4,0.0,True
11401,QLearningCS,DiscreteForagersEnv,1802,0,[0.24757418 0.5798753 ],3,1.0676146327187774,False
11402,QLearningCS,DiscreteForagersEnv,1802,1,[0.3 1. ],10,1.379704893012249,False
11403,QLearningCS,DiscreteForagersEnv,1802,2,[1. 1.],5,1.063177653211326,False
11404,QLearningCS,DiscreteForagersEnv,1802,3,[0.5 1. ],2,0.7185336467813994,False
11405,QLearningCS,DiscreteForagersEnv,1802,4,[0.2 1. ],10,0.7185336467813994,False
11406,QLearningCS,DiscreteForagersEnv,1802,5,[1. 1.],5,0.33329853359833295,False
11407,QLearningCS,DiscreteForagersEnv,1802,6,[0.5 1. ],2,0.0,True
11408,QLearningCS,DiscreteForagersEnv,1803,0,[0.3426362 0.736699 ],10,0.58312447786132,False
11409,QLearningCS,DiscreteForagersEnv,1803,1,[1. 1.],5,0.19107142857142878,False
11410,QLearningCS,DiscreteForagersEnv,1803,2,[0.5 1. ],10,0.19107142857142878,False
11411,QLearningCS,DiscreteForagersEnv,1803,3,[1. 1.],5,0.0,True
11412,QLearningCS,DiscreteForagersEnv,1804,0,[0.114351   0.90264696],8,0.5517416037054078,False
11413,QLearningCS,DiscreteForagersEnv,1804,1,[0.8 1. ],10,0.5929598787781198,False
11414,QLearningCS,DiscreteForagersEnv,1804,2,[1. 1.],6,0.17340437542689857,False
11415,QLearningCS,DiscreteForagersEnv,1804,3,[0.6 1. ],10,0.17340437542689857,False
11416,QLearningCS,DiscreteForagersEnv,1804,4,[1. 1.],0,0.0,True
11417,QLearningCS,DiscreteForagersEnv,1805,0,[0.37394002 0.6107007 ],2,1.1046516902027328,False
11418,QLearningCS,DiscreteForagersEnv,1805,1,[0.2 1. ],10,1.5007528024851775,False
11419,QLearningCS,DiscreteForagersEnv,1805,2,[1. 1.],6,1.2008588479699274,False
11420,QLearningCS,DiscreteForagersEnv,1805,3,[0.6 1. ],10,1.2008588479699274,False
11421,QLearningCS,DiscreteForagersEnv,1805,4,[1. 1.],6,0.8771340042337041,False
11422,QLearningCS,DiscreteForagersEnv,1805,5,[0.6 1. ],10,0.8771340042337041,False
11423,QLearningCS,DiscreteForagersEnv,1805,6,[1. 1.],6,0.5190054120851939,False
11424,QLearningCS,DiscreteForagersEnv,1805,7,[0.6 1. ],10,0.5190054120851939,False
11425,QLearningCS,DiscreteForagersEnv,1805,8,[1. 1.],6,0.10856037629066129,False
11426,QLearningCS,DiscreteForagersEnv,1805,9,[0.6 1. ],10,0.10856037629066129,True
11427,QLearningCS,DiscreteForagersEnv,1806,0,[0.8178064  0.49161497],5,0.9274029982363317,False
11428,QLearningCS,DiscreteForagersEnv,1806,1,[0.5 1. ],6,1.3251207449201987,False
11429,QLearningCS,DiscreteForagersEnv,1806,2,[0.6 1. ],8,1.3251207449201987,False
11430,QLearningCS,DiscreteForagersEnv,1806,3,[0.8 1. ],10,1.3251207449201987,False
11431,QLearningCS,DiscreteForagersEnv,1806,4,[1. 1.],1,1.0205861980062911,False
11432,QLearningCS,DiscreteForagersEnv,1806,5,[0.1 1. ],10,1.0205861980062911,False
11433,QLearningCS,DiscreteForagersEnv,1806,6,[1. 1.],6,0.6873239056045455,False
11434,QLearningCS,DiscreteForagersEnv,1806,7,[0.6 1. ],8,0.3103764465105504,False
11435,QLearningCS,DiscreteForagersEnv,1806,8,[0.8 1. ],10,0.3103764465105504,False
11436,QLearningCS,DiscreteForagersEnv,1806,9,[1. 1.],1,0.0,True
11437,QLearningCS,DiscreteForagersEnv,1807,0,[0.43354404 0.43718275],6,0.8242283678349148,False
11438,QLearningCS,DiscreteForagersEnv,1807,1,[0.6 1. ],8,0.912077238248741,False
11439,QLearningCS,DiscreteForagersEnv,1807,2,[0.8 1. ],10,0.912077238248741,False
11440,QLearningCS,DiscreteForagersEnv,1807,3,[1. 1.],6,0.5447852112276654,False
11441,QLearningCS,DiscreteForagersEnv,1807,4,[0.6 1. ],8,0.13020336713775826,False
11442,QLearningCS,DiscreteForagersEnv,1807,5,[0.8 1. ],10,0.13020336713775826,False
11443,QLearningCS,DiscreteForagersEnv,1807,6,[1. 1.],6,0.0,True
11444,QLearningCS,DiscreteForagersEnv,1808,0,[0.13683093 0.5028094 ],3,1.0676146327187774,False
11445,QLearningCS,DiscreteForagersEnv,1808,1,[0.3 1. ],5,1.6173912951335812,False
11446,QLearningCS,DiscreteForagersEnv,1808,2,[0.5 1. ],6,1.360054522280096,False
11447,QLearningCS,DiscreteForagersEnv,1808,3,[0.6 1. ],8,1.5373822839116937,False
11448,QLearningCS,DiscreteForagersEnv,1808,4,[0.8 1. ],10,1.5373822839116937,False
11449,QLearningCS,DiscreteForagersEnv,1808,5,[1. 1.],3,1.2165374516318495,False
11450,QLearningCS,DiscreteForagersEnv,1808,6,[0.3 1. ],5,0.8711340017470253,False
11451,QLearningCS,DiscreteForagersEnv,1808,7,[0.5 1. ],6,0.49222862270547174,False
11452,QLearningCS,DiscreteForagersEnv,1808,8,[0.6 1. ],8,0.0659356466103409,False
11453,QLearningCS,DiscreteForagersEnv,1808,9,[0.8 1. ],10,0.0659356466103409,True
11454,QLearningCS,DiscreteForagersEnv,1809,0,[0.5265343  0.25830793],0,0.14736842105263157,False
11455,QLearningCS,DiscreteForagersEnv,1809,1,[0.   0.19],7,0.1696969752359871,False
11456,QLearningCS,DiscreteForagersEnv,1809,2,[0.7  0.33],8,0.1238770664524742,False
11457,QLearningCS,DiscreteForagersEnv,1809,3,[0.8  0.47],10,0.12592592362513727,False
11458,QLearningCS,DiscreteForagersEnv,1809,4,[1.  0.6],4,0.0,True
11459,QLearningCS,DiscreteForagersEnv,1810,0,[0.8172034 0.5618185],9,0.5763324282399617,False
11460,QLearningCS,DiscreteForagersEnv,1810,1,[0.9 1. ],8,0.19019607820221218,False
11461,QLearningCS,DiscreteForagersEnv,1810,2,[0.8 1. ],9,0.0,True
11462,QLearningCS,DiscreteForagersEnv,1811,0,[0.816245   0.97586966],9,0.5763324282399617,False
11463,QLearningCS,DiscreteForagersEnv,1811,1,[0.9 1. ],5,0.19019607820221218,False
11464,QLearningCS,DiscreteForagersEnv,1811,2,[0.5 1. ],6,0.0,True
11465,QLearningCS,DiscreteForagersEnv,1812,0,[0.5624209 0.7481095],10,0.58312447786132,False
11466,QLearningCS,DiscreteForagersEnv,1812,1,[1. 1.],3,0.19107142857142878,False
11467,QLearningCS,DiscreteForagersEnv,1812,2,[0.3 1. ],5,0.0,True
11468,QLearningCS,DiscreteForagersEnv,1813,0,[0.2977769 0.5850112],9,0.5763324282399617,False
11469,QLearningCS,DiscreteForagersEnv,1813,1,[0.9 1. ],5,0.19019607820221218,False
11470,QLearningCS,DiscreteForagersEnv,1813,2,[0.5 1. ],6,0.0,True
11471,QLearningCS,DiscreteForagersEnv,1814,0,[0.27863774 0.88729924],9,0.5763324282399617,False
11472,QLearningCS,DiscreteForagersEnv,1814,1,[0.9 1. ],5,0.19019607820221218,False
11473,QLearningCS,DiscreteForagersEnv,1814,2,[0.5 1. ],10,0.19199999984741223,False
11474,QLearningCS,DiscreteForagersEnv,1814,3,[1. 1.],3,0.0,True
11475,QLearningCS,DiscreteForagersEnv,1815,0,[0.72661    0.45056248],10,0.58312447786132,False
11476,QLearningCS,DiscreteForagersEnv,1815,1,[1. 1.],6,0.19107142857142878,False
11477,QLearningCS,DiscreteForagersEnv,1815,2,[0.6 1. ],8,0.0,True
11478,QLearningCS,DiscreteForagersEnv,1816,0,[0.6918211 0.6463568],7,0.6990079527494137,False
11479,QLearningCS,DiscreteForagersEnv,1816,1,[0.7 1. ],1,0.35604397671272126,False
11480,QLearningCS,DiscreteForagersEnv,1816,2,[0.1  0.91],6,0.0,True
11481,QLearningCS,DiscreteForagersEnv,1817,0,[0.9693923 0.8120528],7,0.6990079527494137,False
11482,QLearningCS,DiscreteForagersEnv,1817,1,[0.7 1. ],4,0.35604397671272126,False
11483,QLearningCS,DiscreteForagersEnv,1817,2,[0.4  0.91],4,0.0,True
11484,QLearningCS,DiscreteForagersEnv,1818,0,[0.16494444 0.30108592],9,0.5763324282399617,False
11485,QLearningCS,DiscreteForagersEnv,1818,1,[0.9 1. ],8,0.19019607820221218,False
11486,QLearningCS,DiscreteForagersEnv,1818,2,[0.8 1. ],10,0.19199999984741223,False
11487,QLearningCS,DiscreteForagersEnv,1818,3,[1. 1.],6,0.0,True
11488,QLearningCS,DiscreteForagersEnv,1819,0,[0.97386616 0.7093392 ],6,0.8242283678349148,False
11489,QLearningCS,DiscreteForagersEnv,1819,1,[0.6 1. ],10,0.9442938484724868,False
11490,QLearningCS,DiscreteForagersEnv,1819,2,[1. 1.],4,0.5696188502329618,False
11491,QLearningCS,DiscreteForagersEnv,1819,3,[0.4 1. ],9,0.15184422736184833,False
11492,QLearningCS,DiscreteForagersEnv,1819,4,[0.9 1. ],10,0.15184422736184833,False
11493,QLearningCS,DiscreteForagersEnv,1819,5,[1. 1.],4,0.0,True
11494,QLearningCS,DiscreteForagersEnv,1820,0,[0.798129 0.630781],3,1.0676146327187774,False
11495,QLearningCS,DiscreteForagersEnv,1820,1,[0.3 1. ],10,1.379704893012249,False
11496,QLearningCS,DiscreteForagersEnv,1820,2,[1. 1.],8,1.379704893012249,False
11497,QLearningCS,DiscreteForagersEnv,1820,3,[0.8 1. ],10,1.379704893012249,False
11498,QLearningCS,DiscreteForagersEnv,1820,4,[1. 1.],8,1.379704893012249,False
11499,QLearningCS,DiscreteForagersEnv,1820,5,[0.8 1. ],8,1.379704893012249,False
11500,QLearningCS,DiscreteForagersEnv,1820,6,[0.8 1. ],10,1.379704893012249,False
11501,QLearningCS,DiscreteForagersEnv,1820,7,[1. 1.],8,1.379704893012249,False
11502,QLearningCS,DiscreteForagersEnv,1820,8,[0.8 1. ],10,1.379704893012249,False
11503,QLearningCS,DiscreteForagersEnv,1820,9,[1. 1.],8,1.379704893012249,True
11504,QLearningCS,DiscreteForagersEnv,1821,0,[0.93676704 0.1905729 ],5,0.3888888888888889,False
11505,QLearningCS,DiscreteForagersEnv,1821,1,[0.5 0.4],6,0.8242283678349148,False
11506,QLearningCS,DiscreteForagersEnv,1821,2,[0.6 1. ],10,0.9442938484724868,False
11507,QLearningCS,DiscreteForagersEnv,1821,3,[1. 1.],8,0.5696188502329618,False
11508,QLearningCS,DiscreteForagersEnv,1821,4,[0.8 1. ],10,0.5696188502329618,False
11509,QLearningCS,DiscreteForagersEnv,1821,5,[1. 1.],8,0.15184422736184833,False
11510,QLearningCS,DiscreteForagersEnv,1821,6,[0.8 1. ],10,0.15184422736184833,False
11511,QLearningCS,DiscreteForagersEnv,1821,7,[1. 1.],8,0.0,True
11512,QLearningCS,DiscreteForagersEnv,1822,0,[0.45887783 0.70521015],2,1.1046516902027328,False
11513,QLearningCS,DiscreteForagersEnv,1822,1,[0.2 1. ],10,1.5007528024851775,False
11514,QLearningCS,DiscreteForagersEnv,1822,2,[1. 1.],8,1.5007528024851775,False
11515,QLearningCS,DiscreteForagersEnv,1822,3,[0.8 1. ],10,1.5007528024851775,False
11516,QLearningCS,DiscreteForagersEnv,1822,4,[1. 1.],8,1.5007528024851775,False
11517,QLearningCS,DiscreteForagersEnv,1822,5,[0.8 1. ],2,1.2008588479699274,False
11518,QLearningCS,DiscreteForagersEnv,1822,6,[0.2 1. ],10,1.2008588479699274,False
11519,QLearningCS,DiscreteForagersEnv,1822,7,[1. 1.],8,1.2008588479699274,False
11520,QLearningCS,DiscreteForagersEnv,1822,8,[0.8 1. ],10,1.2008588479699274,False
11521,QLearningCS,DiscreteForagersEnv,1822,9,[1. 1.],8,1.2008588479699274,True
11522,QLearningCS,DiscreteForagersEnv,1823,0,[0.42538175 0.7199971 ],2,1.1046516902027328,False
11523,QLearningCS,DiscreteForagersEnv,1823,1,[0.2 1. ],10,1.5007528024851775,False
11524,QLearningCS,DiscreteForagersEnv,1823,2,[1. 1.],8,1.5007528024851775,False
11525,QLearningCS,DiscreteForagersEnv,1823,3,[0.8 1. ],10,1.5007528024851775,False
11526,QLearningCS,DiscreteForagersEnv,1823,4,[1. 1.],8,1.5007528024851775,False
11527,QLearningCS,DiscreteForagersEnv,1823,5,[0.8 1. ],10,1.5007528024851775,False
11528,QLearningCS,DiscreteForagersEnv,1823,6,[1. 1.],8,1.5007528024851775,False
11529,QLearningCS,DiscreteForagersEnv,1823,7,[0.8 1. ],10,1.5007528024851775,False
11530,QLearningCS,DiscreteForagersEnv,1823,8,[1. 1.],8,1.5007528024851775,False
11531,QLearningCS,DiscreteForagersEnv,1823,9,[0.8 1. ],10,1.5007528024851775,True
11532,QLearningCS,DiscreteForagersEnv,1824,0,[0.75450736 0.08184755],6,0.3888888888888889,False
11533,QLearningCS,DiscreteForagersEnv,1824,1,[0.6 0.4],3,1.0676146327187774,False
11534,QLearningCS,DiscreteForagersEnv,1824,2,[0.3 1. ],10,1.379704893012249,False
11535,QLearningCS,DiscreteForagersEnv,1824,3,[1. 1.],4,1.063177653211326,False
11536,QLearningCS,DiscreteForagersEnv,1824,4,[0.4 1. ],6,0.7185336467813994,False
11537,QLearningCS,DiscreteForagersEnv,1824,5,[0.6 1. ],10,0.7185336467813994,False
11538,QLearningCS,DiscreteForagersEnv,1824,6,[1. 1.],8,0.33329853359833295,False
11539,QLearningCS,DiscreteForagersEnv,1824,7,[0.8 1. ],8,0.0,True
11540,QLearningCS,DiscreteForagersEnv,1825,0,[0.1853375  0.14880057],10,0.58312447786132,False
11541,QLearningCS,DiscreteForagersEnv,1825,1,[1. 1.],8,0.19107142857142878,False
11542,QLearningCS,DiscreteForagersEnv,1825,2,[0.8 1. ],8,0.0,True
11543,QLearningCS,DiscreteForagersEnv,1826,0,[0.88533014 0.6855976 ],7,0.6990079527494137,False
11544,QLearningCS,DiscreteForagersEnv,1826,1,[0.7 1. ],10,0.775067771568746,False
11545,QLearningCS,DiscreteForagersEnv,1826,2,[1. 1.],8,0.37826089317671885,False
11546,QLearningCS,DiscreteForagersEnv,1826,3,[0.8 1. ],2,0.0,True
11547,QLearningCS,DiscreteForagersEnv,1827,0,[0.36563727 0.14975432],3,0.14736842105263157,False
11548,QLearningCS,DiscreteForagersEnv,1827,1,[0.3  0.19],4,-1.3877787807814457e-17,True
11549,QLearningCS,DiscreteForagersEnv,1828,0,[0.7231071  0.79239714],3,1.0676146327187774,False
11550,QLearningCS,DiscreteForagersEnv,1828,1,[0.3 1. ],10,1.379704893012249,False
11551,QLearningCS,DiscreteForagersEnv,1828,2,[1. 1.],6,1.063177653211326,False
11552,QLearningCS,DiscreteForagersEnv,1828,3,[0.6 1. ],10,1.063177653211326,False
11553,QLearningCS,DiscreteForagersEnv,1828,4,[1. 1.],6,0.7185336467813994,False
11554,QLearningCS,DiscreteForagersEnv,1828,5,[0.6 1. ],10,0.7185336467813994,False
11555,QLearningCS,DiscreteForagersEnv,1828,6,[1. 1.],6,0.33329853359833295,False
11556,QLearningCS,DiscreteForagersEnv,1828,7,[0.6 1. ],10,0.33329853359833295,False
11557,QLearningCS,DiscreteForagersEnv,1828,8,[1. 1.],6,0.0,True
11558,QLearningCS,DiscreteForagersEnv,1829,0,[0.9722917  0.03908483],3,0.3888888888888889,False
11559,QLearningCS,DiscreteForagersEnv,1829,1,[0.3 0.4],9,0.5763324282399617,False
11560,QLearningCS,DiscreteForagersEnv,1829,2,[0.9 1. ],10,0.6152263368807664,False
11561,QLearningCS,DiscreteForagersEnv,1829,3,[1. 1.],8,0.19487179480909456,False
11562,QLearningCS,DiscreteForagersEnv,1829,4,[0.8 1. ],10,0.19487179480909456,False
11563,QLearningCS,DiscreteForagersEnv,1829,5,[1. 1.],8,0.0,True
11564,QLearningCS,DiscreteForagersEnv,1830,0,[0.2365085 0.3977521],3,1.0676146327187774,False
11565,QLearningCS,DiscreteForagersEnv,1830,1,[0.3 1. ],10,1.379704893012249,False
11566,QLearningCS,DiscreteForagersEnv,1830,2,[1. 1.],4,1.063177653211326,False
11567,QLearningCS,DiscreteForagersEnv,1830,3,[0.4 1. ],6,0.7185336467813994,False
11568,QLearningCS,DiscreteForagersEnv,1830,4,[0.6 1. ],10,0.7185336467813994,False
11569,QLearningCS,DiscreteForagersEnv,1830,5,[1. 1.],4,0.33329853359833295,False
11570,QLearningCS,DiscreteForagersEnv,1830,6,[0.4 1. ],6,0.0,True
11571,QLearningCS,DiscreteForagersEnv,1831,0,[0.14463311 0.8052824 ],6,0.8242283678349148,False
11572,QLearningCS,DiscreteForagersEnv,1831,1,[0.6 1. ],10,0.9442938484724868,False
11573,QLearningCS,DiscreteForagersEnv,1831,2,[1. 1.],4,0.5696188502329618,False
11574,QLearningCS,DiscreteForagersEnv,1831,3,[0.4 1. ],9,0.15184422736184833,False
11575,QLearningCS,DiscreteForagersEnv,1831,4,[0.9 1. ],10,0.15184422736184833,False
11576,QLearningCS,DiscreteForagersEnv,1831,5,[1. 1.],4,0.0,True
11577,QLearningCS,DiscreteForagersEnv,1832,0,[0.07842066 0.21856076],6,0.5471923567068586,False
11578,QLearningCS,DiscreteForagersEnv,1832,1,[0.6  0.93],9,0.6035353535353538,False
11579,QLearningCS,DiscreteForagersEnv,1832,2,[0.9 1. ],10,0.6035353535353538,False
11580,QLearningCS,DiscreteForagersEnv,1832,3,[1. 1.],6,0.19354838709677424,False
11581,QLearningCS,DiscreteForagersEnv,1832,4,[0.6 1. ],10,0.19354838709677424,False
11582,QLearningCS,DiscreteForagersEnv,1832,5,[1. 1.],6,2.220446049250313e-16,True
11583,QLearningCS,DiscreteForagersEnv,1833,0,[0.09183422 0.7618294 ],6,0.8242283678349148,False
11584,QLearningCS,DiscreteForagersEnv,1833,1,[0.6 1. ],8,0.912077238248741,False
11585,QLearningCS,DiscreteForagersEnv,1833,2,[0.8 1. ],10,0.912077238248741,False
11586,QLearningCS,DiscreteForagersEnv,1833,3,[1. 1.],1,0.5447852112276654,False
11587,QLearningCS,DiscreteForagersEnv,1833,4,[0.1 1. ],10,0.5447852112276654,False
11588,QLearningCS,DiscreteForagersEnv,1833,5,[1. 1.],1,0.13020336713775826,False
11589,QLearningCS,DiscreteForagersEnv,1833,6,[0.1 1. ],10,0.13020336713775826,False
11590,QLearningCS,DiscreteForagersEnv,1833,7,[1. 1.],1,0.0,True
11591,QLearningCS,DiscreteForagersEnv,1834,0,[0.99604636 0.55442685],4,1.008531776710835,False
11592,QLearningCS,DiscreteForagersEnv,1834,1,[0.4 1. ],9,1.2319088649815937,False
11593,QLearningCS,DiscreteForagersEnv,1834,2,[0.9 1. ],10,1.2319088649815937,False
11594,QLearningCS,DiscreteForagersEnv,1834,3,[1. 1.],6,0.9031928853226638,False
11595,QLearningCS,DiscreteForagersEnv,1834,4,[0.6 1. ],10,0.9031928853226638,False
11596,QLearningCS,DiscreteForagersEnv,1834,5,[1. 1.],6,0.5411765134106927,False
11597,QLearningCS,DiscreteForagersEnv,1834,6,[0.6 1. ],10,0.5411765134106927,False
11598,QLearningCS,DiscreteForagersEnv,1834,7,[1. 1.],6,0.12996638028758567,False
11599,QLearningCS,DiscreteForagersEnv,1834,8,[0.6 1. ],7,0.0,True
11600,QLearningCS,DiscreteForagersEnv,1835,0,[0.5688803  0.19599442],9,0.5763324282399617,False
11601,QLearningCS,DiscreteForagersEnv,1835,1,[0.9 1. ],10,0.6152263368807664,False
11602,QLearningCS,DiscreteForagersEnv,1835,2,[1. 1.],6,0.19487179480909456,False
11603,QLearningCS,DiscreteForagersEnv,1835,3,[0.6 1. ],10,0.19487179480909456,False
11604,QLearningCS,DiscreteForagersEnv,1835,4,[1. 1.],6,0.0,True
11605,QLearningCS,DiscreteForagersEnv,1836,0,[0.23255208 0.24014367],9,0.5763324282399617,False
11606,QLearningCS,DiscreteForagersEnv,1836,1,[0.9 1. ],10,0.6152263368807664,False
11607,QLearningCS,DiscreteForagersEnv,1836,2,[1. 1.],6,0.19487179480909456,False
11608,QLearningCS,DiscreteForagersEnv,1836,3,[0.6 1. ],10,0.19487179480909456,False
11609,QLearningCS,DiscreteForagersEnv,1836,4,[1. 1.],6,0.0,True
11610,QLearningCS,DiscreteForagersEnv,1837,0,[0.1740883  0.43335688],3,1.0676146327187774,False
11611,QLearningCS,DiscreteForagersEnv,1837,1,[0.3 1. ],10,1.379704893012249,False
11612,QLearningCS,DiscreteForagersEnv,1837,2,[1. 1.],6,1.063177653211326,False
11613,QLearningCS,DiscreteForagersEnv,1837,3,[0.6 1. ],10,1.063177653211326,False
11614,QLearningCS,DiscreteForagersEnv,1837,4,[1. 1.],1,0.7185336467813994,False
11615,QLearningCS,DiscreteForagersEnv,1837,5,[0.1 1. ],1,0.33329853359833295,False
11616,QLearningCS,DiscreteForagersEnv,1837,6,[0.1 1. ],10,0.33329853359833295,False
11617,QLearningCS,DiscreteForagersEnv,1837,7,[1. 1.],6,0.0,True
11618,QLearningCS,DiscreteForagersEnv,1838,0,[0.13722794 0.655111  ],9,0.5763324282399617,False
11619,QLearningCS,DiscreteForagersEnv,1838,1,[0.9 1. ],10,0.6152263368807664,False
11620,QLearningCS,DiscreteForagersEnv,1838,2,[1. 1.],1,0.19487179480909456,False
11621,QLearningCS,DiscreteForagersEnv,1838,3,[0.1 1. ],10,0.19487179480909456,False
11622,QLearningCS,DiscreteForagersEnv,1838,4,[1. 1.],1,0.0,True
11623,QLearningCS,DiscreteForagersEnv,1839,0,[0.2903057  0.40049025],3,1.0676146327187774,False
11624,QLearningCS,DiscreteForagersEnv,1839,1,[0.3 1. ],10,1.379704893012249,False
11625,QLearningCS,DiscreteForagersEnv,1839,2,[1. 1.],1,1.063177653211326,False
11626,QLearningCS,DiscreteForagersEnv,1839,3,[0.1 1. ],10,1.063177653211326,False
11627,QLearningCS,DiscreteForagersEnv,1839,4,[1. 1.],1,0.7185336467813994,False
11628,QLearningCS,DiscreteForagersEnv,1839,5,[0.1 1. ],10,0.7185336467813994,False
11629,QLearningCS,DiscreteForagersEnv,1839,6,[1. 1.],1,0.33329853359833295,False
11630,QLearningCS,DiscreteForagersEnv,1839,7,[0.1 1. ],10,0.33329853359833295,False
11631,QLearningCS,DiscreteForagersEnv,1839,8,[1. 1.],1,0.0,True
11632,QLearningCS,DiscreteForagersEnv,1840,0,[0.35431582 0.59674275],5,0.9274029982363317,False
11633,QLearningCS,DiscreteForagersEnv,1840,1,[0.5 1. ],1,0.6485415818749151,False
11634,QLearningCS,DiscreteForagersEnv,1840,2,[0.1  0.91],10,0.7475577026301663,False
11635,QLearningCS,DiscreteForagersEnv,1840,3,[1. 1.],1,0.35588881314852694,False
11636,QLearningCS,DiscreteForagersEnv,1840,4,[0.1 1. ],10,0.35588881314852694,False
11637,QLearningCS,DiscreteForagersEnv,1840,5,[1. 1.],1,2.220446049250313e-16,True
11638,QLearningCS,DiscreteForagersEnv,1841,0,[0.42017388 0.02187955],5,0.3888888888888889,False
11639,QLearningCS,DiscreteForagersEnv,1841,1,[0.5 0.4],2,0.14736842105263157,False
11640,QLearningCS,DiscreteForagersEnv,1841,2,[0.2  0.19],10,0.17619047619047618,False
11641,QLearningCS,DiscreteForagersEnv,1841,3,[1.   0.42],8,0.12539681839564487,False
11642,QLearningCS,DiscreteForagersEnv,1841,4,[0.8  0.56],9,0.0436605994653152,False
11643,QLearningCS,DiscreteForagersEnv,1841,5,[0.9  0.63],2,0.0,True
